Date,State,Confirmed,Predicted
2020/11/2,IL,6421,-1
2020/11/3,IL,6598,-1
2020/11/4,IL,7658,-1
2020/11/5,IL,9991,-1
2020/11/6,IL,11356,-1
2020/11/7,IL,12177,-1
2020/11/8,IL,9919,-1
2020/11/9,IL,11035,-1
2020/11/10,IL,12673,-1
2020/11/11,IL,12384,-1
2020/11/12,IL,12788,-1
2020/11/13,IL,15223,-1
2020/11/14,IL,11003,-1
2020/11/15,IL,10636,-1
2020/11/16,IL,11847,-1
2020/11/17,IL,12789,-1
2020/11/18,IL,8698,-1
2020/11/19,IL,14813,-1
2020/11/20,IL,12954,-1
2020/11/21,IL,11651,-1
2020/11/22,IL,9928,-1
2020/11/23,IL,8463,-1
2020/11/24,IL,9678,-1
2020/11/25,IL,11312,-1
2020/11/26,IL,11509,-1
2020/11/27,IL,7759,-1
2020/11/28,IL,7947,-1
2020/11/29,IL,7417,-1
2020/11/30,IL,6338,-1
2020/12/1,IL,12685,-1
2020/12/2,IL,9698,-1
2020/12/3,IL,11001,-1
2020/12/4,IL,10487,-1
2020/12/5,IL,9745,-1
2020/12/6,IL,7481,-1
2020/12/7,IL,8867,-1
2020/12/8,IL,8005,-1
2020/12/9,IL,8196,-1
2020/12/10,IL,11146,-1
2020/12/11,IL,9532,-1
2020/12/12,IL,8660,-1
2020/12/13,IL,7084,-1
2020/12/14,IL,7448,-1
2020/12/15,IL,7401,-1
2020/12/16,IL,7033,-1
2020/12/17,IL,8935,-1
2020/12/18,IL,7249,-1
2020/12/19,IL,7525,-1
2020/12/20,IL,5921,-1
2020/12/21,IL,4993,-1
2020/12/22,IL,6348,-1
2020/12/23,IL,6727,-1
2020/12/24,IL,6975,-1
2020/12/25,IL,5460,-1
2020/12/26,IL,3422,-1
2020/12/27,IL,3822,-1
2020/12/28,IL,4731,-1
2020/12/29,IL,5720,-1
2020/12/30,IL,7731,-1
2020/12/31,IL,7987,-1
2021/1/1,IL,447,-1
2021/1/2,IL,11390,-1
2021/1/3,IL,4428,-1
2021/1/4,IL,5354,-1
2021/1/5,IL,7052,-1
2021/1/6,IL,7444,7027
2021/1/7,IL,8853,6945
2021/1/8,IL,9203,6879
2021/1/9,IL,6628,6860
2021/1/10,IL,4649,6843
2021/1/11,IL,5162,6783
2021/1/12,IL,6591,6711
2021/1/13,IL,5743,6695
2021/1/14,IL,6766,6691
2021/1/15,IL,6571,6706
2021/1/16,IL,5109,6750
2021/1/17,IL,4077,6723
2021/1/18,IL,3412,6676
2021/1/19,IL,4588,6600
2021/1/20,IL,4827,6645
2021/1/21,IL,4876,6763
2021/1/22,IL,6907,6938
2021/1/23,IL,5120,7137
2021/1/24,IL,3169,7351
2021/1/25,IL,3182,8207
2021/1/26,IL,3640,8696
2020/2/1,IN,0,-1
2020/2/2,IN,0,-1
2020/2/3,IN,0,-1
2020/2/4,IN,0,-1
2020/2/5,IN,0,-1
2020/2/6,IN,0,-1
2020/2/7,IN,0,-1
2020/2/8,IN,0,-1
2020/2/9,IN,0,-1
2020/2/10,IN,0,-1
2020/2/11,IN,0,-1
2020/2/12,IN,0,-1
2020/2/13,IN,0,-1
2020/2/14,IN,0,-1
2020/2/15,IN,0,-1
2020/2/16,IN,0,-1
2020/2/17,IN,0,-1
2020/2/18,IN,0,-1
2020/2/19,IN,0,-1
2020/2/20,IN,0,-1
2020/2/21,IN,0,-1
2020/2/22,IN,0,-1
2020/2/23,IN,0,-1
2020/2/24,IN,0,-1
2020/2/25,IN,0,-1
2020/2/26,IN,0,-1
2020/2/27,IN,0,-1
2020/2/28,IN,0,-1
2020/2/29,IN,0,-1
2020/3/1,IN,0,-1
2020/3/2,IN,0,-1
2020/3/3,IN,0,-1
2020/3/4,IN,0,-1
2020/3/5,IN,0,-1
2020/3/6,IN,1,-1
2020/3/7,IN,0,-1
2020/3/8,IN,1,-1
2020/3/9,IN,2,-1
2020/3/10,IN,2,-1
2020/3/11,IN,5,-1
2020/3/12,IN,1,-1
2020/3/13,IN,0,-1
2020/3/14,IN,3,-1
2020/3/15,IN,4,-1
2020/3/16,IN,5,-1
2020/3/17,IN,6,-1
2020/3/18,IN,9,-1
2020/3/19,IN,17,-1
2020/3/20,IN,25,-1
2020/3/21,IN,47,-1
2020/3/22,IN,76,-1
2020/3/23,IN,60,-1
2020/3/24,IN,107,-1
2020/3/25,IN,113,-1
2020/3/26,IN,177,-1
2020/3/27,IN,331,-1
2020/3/28,IN,247,-1
2020/3/29,IN,283,-1
2020/3/30,IN,275,-1
2020/3/31,IN,380,-1
2020/4/1,IN,401,-1
2020/4/2,IN,478,-1
2020/4/3,IN,399,-1
2020/4/4,IN,520,-1
2020/4/5,IN,462,-1
2020/4/6,IN,549,-1
2020/4/7,IN,558,-1
2020/4/8,IN,442,-1
2020/4/9,IN,414,-1
2020/4/10,IN,560,-1
2020/4/11,IN,534,-1
2020/4/12,IN,496,-1
2020/4/13,IN,310,-1
2020/4/14,IN,298,-1
2020/4/15,IN,432,-1
2020/4/16,IN,589,-1
2020/4/17,IN,616,-1
2020/4/18,IN,495,-1
2020/4/19,IN,571,-1
2020/4/20,IN,483,-1
2020/4/21,IN,430,-1
2020/4/22,IN,361,-1
2020/4/23,IN,621,-1
2020/4/24,IN,652,-1
2020/4/25,IN,719,-1
2020/4/26,IN,620,-1
2020/4/27,IN,950,-1
2020/4/28,IN,646,-1
2020/4/29,IN,626,-1
2020/4/30,IN,690,-1
2020/5/1,IN,842,-1
2020/5/2,IN,688,-1
2020/5/3,IN,638,-1
2020/5/4,IN,588,-1
2020/5/5,IN,568,-1
2020/5/6,IN,863,-1
2020/5/7,IN,656,-1
2020/5/8,IN,678,-1
2020/5/9,IN,619,-1
2020/5/10,IN,394,-1
2020/5/11,IN,501,-1
2020/5/12,IN,542,-1
2020/5/13,IN,368,-1
2020/5/14,IN,583,-1
2020/5/15,IN,654,-1
2020/5/16,IN,638,-1
2020/5/17,IN,500,-1
2020/5/18,IN,478,-1
2020/5/19,IN,505,-1
2020/5/20,IN,584,-1
2020/5/21,IN,687,-1
2020/5/22,IN,492,-1
2020/5/23,IN,509,-1
2020/5/24,IN,477,-1
2020/5/25,IN,338,-1
2020/5/26,IN,367,-1
2020/5/27,IN,386,-1
2020/5/28,IN,643,-1
2020/5/29,IN,514,-1
2020/5/30,IN,665,-1
2020/5/31,IN,365,-1
2020/6/1,IN,255,-1
2020/6/2,IN,445,-1
2020/6/3,IN,480,-1
2020/6/4,IN,396,-1
2020/6/5,IN,494,-1
2020/6/6,IN,429,-1
2020/6/7,IN,400,-1
2020/6/8,IN,225,-1
2020/6/9,IN,432,-1
2020/6/10,IN,312,-1
2020/6/11,IN,417,-1
2020/6/12,IN,400,-1
2020/6/13,IN,421,-1
2020/6/14,IN,366,-1
2020/6/15,IN,521,-1
2020/6/16,IN,358,-1
2020/6/17,IN,256,-1
2020/6/18,IN,444,-1
2020/6/19,IN,321,-1
2020/6/20,IN,334,-1
2020/6/21,IN,361,-1
2020/6/22,IN,213,-1
2020/6/23,IN,258,-1
2020/6/24,IN,293,-1
2020/6/25,IN,519,-1
2020/6/26,IN,490,-1
2020/6/27,IN,438,-1
2020/6/28,IN,364,-1
2020/6/29,IN,299,-1
2020/6/30,IN,370,-1
2020/7/1,IN,376,-1
2020/7/2,IN,437,-1
2020/7/3,IN,546,-1
2020/7/4,IN,529,-1
2020/7/5,IN,575,-1
2020/7/6,IN,357,-1
2020/7/7,IN,299,-1
2020/7/8,IN,450,-1
2020/7/9,IN,520,-1
2020/7/10,IN,738,-1
2020/7/11,IN,791,-1
2020/7/12,IN,534,-1
2020/7/13,IN,435,-1
2020/7/14,IN,674,-1
2020/7/15,IN,697,-1
2020/7/16,IN,715,-1
2020/7/17,IN,747,-1
2020/7/18,IN,885,-1
2020/7/19,IN,920,-1
2020/7/20,IN,642,-1
2020/7/21,IN,737,-1
2020/7/22,IN,782,-1
2020/7/23,IN,953,-1
2020/7/24,IN,1002,-1
2020/7/25,IN,949,-1
2020/7/26,IN,851,-1
2020/7/27,IN,536,-1
2020/7/28,IN,841,-1
2020/7/29,IN,660,-1
2020/7/30,IN,965,-1
2020/7/31,IN,917,-1
2020/8/1,IN,973,-1
2020/8/2,IN,758,-1
2020/8/3,IN,580,-1
2020/8/4,IN,833,-1
2020/8/5,IN,741,-1
2020/8/6,IN,1056,-1
2020/8/7,IN,1245,-1
2020/8/8,IN,1039,-1
2020/8/9,IN,1046,-1
2020/8/10,IN,663,-1
2020/8/11,IN,891,-1
2020/8/12,IN,712,-1
2020/8/13,IN,1067,-1
2020/8/14,IN,1103,-1
2020/8/15,IN,1054,-1
2020/8/16,IN,743,-1
2020/8/17,IN,605,-1
2020/8/18,IN,890,-1
2020/8/19,IN,509,-1
2020/8/20,IN,949,-1
2020/8/21,IN,1055,-1
2020/8/22,IN,1013,-1
2020/8/23,IN,617,-1
2020/8/24,IN,1660,-1
2020/8/25,IN,858,-1
2020/8/26,IN,943,-1
2020/8/27,IN,1163,-1
2020/8/28,IN,821,-1
2020/8/29,IN,1125,-1
2020/8/30,IN,882,-1
2020/8/31,IN,883,-1
2020/9/1,IN,711,-1
2020/9/2,IN,865,-1
2020/9/3,IN,1118,-1
2020/9/4,IN,1040,-1
2020/9/5,IN,1083,-1
2020/9/6,IN,843,-1
2020/9/7,IN,590,-1
2020/9/8,IN,390,-1
2020/9/9,IN,724,-1
2020/9/10,IN,788,-1
2020/9/11,IN,1274,-1
2020/9/12,IN,1074,-1
2020/9/13,IN,1243,-1
2020/9/14,IN,735,-1
2020/9/15,IN,690,-1
2020/9/16,IN,580,-1
2020/9/17,IN,838,-1
2020/9/18,IN,1037,-1
2020/9/19,IN,1082,-1
2020/9/20,IN,746,-1
2020/9/21,IN,523,-1
2020/9/22,IN,613,-1
2020/9/23,IN,714,-1
2020/9/24,IN,903,-1
2020/9/25,IN,1175,-1
2020/9/26,IN,1163,-1
2020/9/27,IN,902,-1
2020/9/28,IN,860,-1
2020/9/29,IN,746,-1
2020/9/30,IN,968,-1
2020/10/1,IN,1164,-1
2020/10/2,IN,1500,-1
2020/10/3,IN,1455,-1
2020/10/4,IN,1087,-1
2020/10/5,IN,784,-1
2020/10/6,IN,996,-1
2020/10/7,IN,1288,-1
2020/10/8,IN,1461,-1
2020/10/9,IN,1834,-1
2020/10/10,IN,1925,-1
2020/10/11,IN,1570,-1
2020/10/12,IN,1574,-1
2020/10/13,IN,1572,-1
2020/10/14,IN,1165,-1
2020/10/15,IN,1947,-1
2020/10/16,IN,2298,-1
2020/10/17,IN,2485,-1
2020/10/18,IN,1605,-1
2020/10/19,IN,1583,-1
2020/10/20,IN,1500,-1
2020/10/21,IN,1734,-1
2020/10/22,IN,2856,-1
2020/10/23,IN,2467,-1
2020/10/24,IN,2741,-1
2020/10/25,IN,2152,-1
2020/10/26,IN,1972,-1
2020/10/27,IN,1986,-1
2020/10/28,IN,2570,-1
2020/10/29,IN,3624,-1
2020/10/30,IN,3182,-1
2020/10/31,IN,3465,-1
2020/11/1,IN,2752,-1
2020/11/2,IN,3076,-1
2020/11/3,IN,2890,-1
2020/11/4,IN,3706,-1
2020/11/5,IN,4423,-1
2020/11/6,IN,4648,-1
2020/11/7,IN,4911,-1
2020/11/8,IN,4652,-1
2020/11/9,IN,4133,-1
2020/11/10,IN,4866,-1
2020/11/11,IN,5041,-1
2020/11/12,IN,6605,-1
2020/11/13,IN,5599,-1
2020/11/14,IN,8327,-1
2020/11/15,IN,6706,-1
2020/11/16,IN,5146,-1
2020/11/17,IN,5492,-1
2020/11/18,IN,6037,-1
2020/11/19,IN,7295,-1
2020/11/20,IN,6818,-1
2020/11/21,IN,6878,-1
2020/11/22,IN,6183,-1
2020/11/23,IN,5554,-1
2020/11/24,IN,5643,-1
2020/11/25,IN,5994,-1
2020/11/26,IN,6383,-1
2020/11/27,IN,5639,-1
2020/11/28,IN,4491,-1
2020/11/29,IN,4302,-1
2020/11/30,IN,5667,-1
2020/12/1,IN,5403,-1
2020/12/2,IN,6625,-1
2020/12/3,IN,8460,-1
2020/12/4,IN,7909,-1
2020/12/5,IN,7699,-1
2020/12/6,IN,6601,-1
2020/12/7,IN,5657,-1
2020/12/8,IN,5401,-1
2020/12/9,IN,5770,-1
2020/12/10,IN,6536,-1
2020/12/11,IN,7206,-1
2020/12/12,IN,7407,-1
2020/12/13,IN,5907,-1
2020/12/14,IN,4967,-1
2020/12/15,IN,4271,-1
2020/12/16,IN,6221,-1
2020/12/17,IN,6340,-1
2020/12/18,IN,5954,-1
2020/12/19,IN,4738,-1
2020/12/20,IN,6492,-1
2020/12/21,IN,3866,-1
2020/12/22,IN,3673,-1
2020/12/23,IN,4679,-1
2020/12/24,IN,6205,-1
2020/12/25,IN,5444,-1
2020/12/26,IN,3842,-1
2020/12/27,IN,1828,-1
2020/12/28,IN,2461,-1
2020/12/29,IN,3986,-1
2020/12/30,IN,4737,-1
2020/12/31,IN,6476,-1
2021/1/1,IN,6295,-1
2021/1/2,IN,5315,-1
2021/1/3,IN,2989,-1
2021/1/4,IN,3617,-1
2021/1/5,IN,3413,-1
2021/1/6,IN,6151,5306
2021/1/7,IN,7279,5379
2021/1/8,IN,6099,5436
2021/1/9,IN,5966,5468
2021/1/10,IN,5091,5475
2021/1/11,IN,3685,5493
2021/1/12,IN,3150,5520
2021/1/13,IN,3648,5514
2021/1/14,IN,4381,5522
2021/1/15,IN,4672,5612
2021/1/16,IN,3887,5647
2021/1/17,IN,3169,5681
2021/1/18,IN,2498,5726
2021/1/19,IN,2734,5784
2021/1/20,IN,2886,5811
2021/1/21,IN,3624,5839
2021/1/22,IN,3494,5866
2021/1/23,IN,3102,5898
2021/1/24,IN,2520,5939
2021/1/25,IN,2190,5996
2021/1/26,IN,1727,6074
2020/2/1,KS,0,-1
2020/2/2,KS,0,-1
2020/2/3,KS,0,-1
2020/2/4,KS,0,-1
2020/2/5,KS,0,-1
2020/2/6,KS,0,-1
2020/2/7,KS,0,-1
2020/2/8,KS,0,-1
2020/2/9,KS,0,-1
2020/2/10,KS,0,-1
2020/2/11,KS,0,-1
2020/2/12,KS,0,-1
2020/2/13,KS,0,-1
2020/2/14,KS,0,-1
2020/2/15,KS,0,-1
2020/2/16,KS,0,-1
2020/2/17,KS,0,-1
2020/2/18,KS,0,-1
2020/2/19,KS,0,-1
2020/2/20,KS,0,-1
2020/2/21,KS,0,-1
2020/2/22,KS,0,-1
2020/2/23,KS,0,-1
2020/2/24,KS,0,-1
2020/2/25,KS,0,-1
2020/2/26,KS,0,-1
2020/2/27,KS,0,-1
2020/2/28,KS,0,-1
2020/2/29,KS,0,-1
2020/3/1,KS,0,-1
2020/3/2,KS,0,-1
2020/3/3,KS,0,-1
2020/3/4,KS,0,-1
2020/3/5,KS,0,-1
2020/3/6,KS,0,-1
2020/3/7,KS,1,-1
2020/3/8,KS,0,-1
2020/3/9,KS,0,-1
2020/3/10,KS,0,-1
2020/3/11,KS,0,-1
2020/3/12,KS,4,-1
2020/3/13,KS,1,-1
2020/3/14,KS,2,-1
2020/3/15,KS,1,-1
2020/3/16,KS,2,-1
2020/3/17,KS,6,-1
2020/3/18,KS,5,-1
2020/3/19,KS,13,-1
2020/3/20,KS,14,-1
2020/3/21,KS,8,-1
2020/3/22,KS,9,-1
2020/3/23,KS,16,-1
2020/3/24,KS,20,-1
2020/3/25,KS,32,-1
2020/3/26,KS,39,-1
2020/3/27,KS,40,-1
2020/3/28,KS,59,-1
2020/3/29,KS,61,-1
2020/3/30,KS,41,-1
2020/3/31,KS,61,-1
2020/4/1,KS,54,-1
2020/4/2,KS,65,-1
2020/4/3,KS,71,-1
2020/4/4,KS,77,-1
2020/4/5,KS,67,-1
2020/4/6,KS,85,-1
2020/4/7,KS,51,-1
2020/4/8,KS,150,-1
2020/4/9,KS,61,-1
2020/4/10,KS,64,-1
2020/4/11,KS,102,-1
2020/4/12,KS,55,-1
2020/4/13,KS,47,-1
2020/4/14,KS,56,-1
2020/4/15,KS,63,-1
2020/4/16,KS,92,-1
2020/4/17,KS,137,-1
2020/4/18,KS,88,-1
2020/4/19,KS,77,-1
2020/4/20,KS,133,-1
2020/4/21,KS,84,-1
2020/4/22,KS,177,-1
2020/4/23,KS,335,-1
2020/4/24,KS,216,-1
2020/4/25,KS,249,-1
2020/4/26,KS,107,-1
2020/4/27,KS,209,-1
2020/4/28,KS,194,-1
2020/4/29,KS,210,-1
2020/4/30,KS,494,-1
2020/5/1,KS,205,-1
2020/5/2,KS,353,-1
2020/5/3,KS,314,-1
2020/5/4,KS,208,-1
2020/5/5,KS,242,-1
2020/5/6,KS,266,-1
2020/5/7,KS,347,-1
2020/5/8,KS,511,-1
2020/5/9,KS,172,-1
2020/5/10,KS,122,-1
2020/5/11,KS,116,-1
2020/5/12,KS,191,-1
2020/5/13,KS,200,-1
2020/5/14,KS,116,-1
2020/5/15,KS,338,-1
2020/5/16,KS,53,-1
2020/5/17,KS,7,-1
2020/5/18,KS,373,-1
2020/5/19,KS,49,-1
2020/5/20,KS,173,-1
2020/5/21,KS,110,-1
2020/5/22,KS,297,-1
2020/5/23,KS,51,-1
2020/5/24,KS,16,-1
2020/5/25,KS,137,-1
2020/5/26,KS,80,-1
2020/5/27,KS,101,-1
2020/5/28,KS,60,-1
2020/5/29,KS,313,-1
2020/5/30,KS,21,-1
2020/5/31,KS,31,-1
2020/6/1,KS,225,-1
2020/6/2,KS,40,-1
2020/6/3,KS,138,-1
2020/6/4,KS,51,-1
2020/6/5,KS,161,-1
2020/6/6,KS,24,-1
2020/6/7,KS,32,-1
2020/6/8,KS,175,-1
2020/6/9,KS,62,-1
2020/6/10,KS,145,-1
2020/6/11,KS,53,-1
2020/6/12,KS,168,-1
2020/6/13,KS,43,-1
2020/6/14,KS,52,-1
2020/6/15,KS,269,-1
2020/6/16,KS,53,-1
2020/6/17,KS,232,-1
2020/6/18,KS,85,-1
2020/6/19,KS,282,-1
2020/6/20,KS,50,-1
2020/6/21,KS,40,-1
2020/6/22,KS,318,-1
2020/6/23,KS,83,-1
2020/6/24,KS,451,-1
2020/6/25,KS,97,-1
2020/6/26,KS,522,-1
2020/6/27,KS,38,-1
2020/6/28,KS,249,-1
2020/6/29,KS,552,-1
2020/6/30,KS,61,-1
2020/7/1,KS,513,-1
2020/7/2,KS,84,-1
2020/7/3,KS,789,-1
2020/7/4,KS,150,-1
2020/7/5,KS,124,-1
2020/7/6,KS,793,-1
2020/7/7,KS,75,-1
2020/7/8,KS,650,-1
2020/7/9,KS,224,-1
2020/7/10,KS,768,-1
2020/7/11,KS,184,-1
2020/7/12,KS,312,-1
2020/7/13,KS,970,-1
2020/7/14,KS,82,-1
2020/7/15,KS,810,-1
2020/7/16,KS,116,-1
2020/7/17,KS,926,-1
2020/7/18,KS,39,-1
2020/7/19,KS,221,-1
2020/7/20,KS,1085,-1
2020/7/21,KS,62,-1
2020/7/22,KS,770,-1
2020/7/23,KS,142,-1
2020/7/24,KS,885,-1
2020/7/25,KS,61,-1
2020/7/26,KS,185,-1
2020/7/27,KS,790,-1
2020/7/28,KS,55,-1
2020/7/29,KS,683,-1
2020/7/30,KS,67,-1
2020/7/31,KS,877,-1
2020/8/1,KS,26,-1
2020/8/2,KS,194,-1
2020/8/3,KS,859,-1
2020/8/4,KS,59,-1
2020/8/5,KS,788,-1
2020/8/6,KS,106,-1
2020/8/7,KS,813,-1
2020/8/8,KS,26,-1
2020/8/9,KS,153,-1
2020/8/10,KS,949,-1
2020/8/11,KS,87,-1
2020/8/12,KS,796,-1
2020/8/13,KS,110,-1
2020/8/14,KS,1159,-1
2020/8/15,KS,48,-1
2020/8/16,KS,201,-1
2020/8/17,KS,1049,-1
2020/8/18,KS,88,-1
2020/8/19,KS,701,-1
2020/8/20,KS,112,-1
2020/8/21,KS,966,-1
2020/8/22,KS,133,-1
2020/8/23,KS,182,-1
2020/8/24,KS,1282,-1
2020/8/25,KS,81,-1
2020/8/26,KS,1475,-1
2020/8/27,KS,138,-1
2020/8/28,KS,1106,-1
2020/8/29,KS,101,-1
2020/8/30,KS,102,-1
2020/8/31,KS,1396,-1
2020/9/1,KS,84,-1
2020/9/2,KS,1038,-1
2020/9/3,KS,226,-1
2020/9/4,KS,1294,-1
2020/9/5,KS,2,-1
2020/9/6,KS,100,-1
2020/9/7,KS,1258,-1
2020/9/8,KS,469,-1
2020/9/9,KS,511,-1
2020/9/10,KS,54,-1
2020/9/11,KS,950,-1
2020/9/12,KS,5,-1
2020/9/13,KS,10,-1
2020/9/14,KS,1463,-1
2020/9/15,KS,135,-1
2020/9/16,KS,823,-1
2020/9/17,KS,210,-1
2020/9/18,KS,1364,-1
2020/9/19,KS,17,-1
2020/9/20,KS,13,-1
2020/9/21,KS,1523,-1
2020/9/22,KS,281,-1
2020/9/23,KS,1118,-1
2020/9/24,KS,106,-1
2020/9/25,KS,1391,-1
2020/9/26,KS,0,-1
2020/9/27,KS,126,-1
2020/9/28,KS,1815,-1
2020/9/29,KS,158,-1
2020/9/30,KS,1006,-1
2020/10/1,KS,146,-1
2020/10/2,KS,1321,-1
2020/10/3,KS,22,-1
2020/10/4,KS,33,-1
2020/10/5,KS,1338,-1
2020/10/6,KS,260,-1
2020/10/7,KS,1054,-1
2020/10/8,KS,165,-1
2020/10/9,KS,1790,-1
2020/10/10,KS,107,-1
2020/10/11,KS,38,-1
2020/10/12,KS,1927,-1
2020/10/13,KS,234,-1
2020/10/14,KS,1273,-1
2020/10/15,KS,150,-1
2020/10/16,KS,1694,-1
2020/10/17,KS,107,-1
2020/10/18,KS,106,-1
2020/10/19,KS,1894,-1
2020/10/20,KS,267,-1
2020/10/21,KS,1416,-1
2020/10/22,KS,247,-1
2020/10/23,KS,1576,-1
2020/10/24,KS,55,-1
2020/10/25,KS,64,-1
2020/10/26,KS,2232,-1
2020/10/27,KS,288,-1
2020/10/28,KS,2724,-1
2020/10/29,KS,353,-1
2020/10/30,KS,2930,-1
2020/10/31,KS,3,-1
2020/11/1,KS,38,-1
2020/11/2,KS,3804,-1
2020/11/3,KS,459,-1
2020/11/4,KS,2895,-1
2020/11/5,KS,460,-1
2020/11/6,KS,5178,-1
2020/11/7,KS,66,-1
2020/11/8,KS,134,-1
2020/11/9,KS,5493,-1
2020/11/10,KS,462,-1
2020/11/11,KS,5217,-1
2020/11/12,KS,526,-1
2020/11/13,KS,5779,-1
2020/11/14,KS,446,-1
2020/11/15,KS,123,-1
2020/11/16,KS,6846,-1
2020/11/17,KS,971,-1
2020/11/18,KS,5383,-1
2020/11/19,KS,357,-1
2020/11/20,KS,5816,-1
2020/11/21,KS,71,-1
2020/11/22,KS,235,-1
2020/11/23,KS,7301,-1
2020/11/24,KS,441,-1
2020/11/25,KS,5243,-1
2020/11/26,KS,7,-1
2020/11/27,KS,4723,-1
2020/11/28,KS,20,-1
2020/11/29,KS,112,-1
2020/11/30,KS,5051,-1
2020/12/1,KS,290,-1
2020/12/2,KS,4263,-1
2020/12/3,KS,632,-1
2020/12/4,KS,5900,-1
2020/12/5,KS,113,-1
2020/12/6,KS,9,-1
2020/12/7,KS,5754,-1
2020/12/8,KS,391,-1
2020/12/9,KS,5624,-1
2020/12/10,KS,346,-1
2020/12/11,KS,4860,-1
2020/12/12,KS,0,-1
2020/12/13,KS,50,-1
2020/12/14,KS,4449,-1
2020/12/15,KS,446,-1
2020/12/16,KS,4348,-1
2020/12/17,KS,286,-1
2020/12/18,KS,5457,-1
2020/12/19,KS,4,-1
2020/12/20,KS,24,-1
2020/12/21,KS,4259,-1
2020/12/22,KS,176,-1
2020/12/23,KS,4762,-1
2020/12/24,KS,91,-1
2020/12/25,KS,114,-1
2020/12/26,KS,15,-1
2020/12/27,KS,82,-1
2020/12/28,KS,5922,-1
2020/12/29,KS,320,-1
2020/12/30,KS,5946,-1
2020/12/31,KS,94,-1
2021/1/1,KS,4897,-1
2021/1/2,KS,0,-1
2021/1/3,KS,0,-1
2021/1/4,KS,4038,-1
2021/1/5,KS,310,-1
2021/1/6,KS,5288,480
2021/1/7,KS,552,474
2021/1/8,KS,4875,465
2021/1/9,KS,106,472
2021/1/10,KS,8,465
2021/1/11,KS,4892,446
2021/1/12,KS,225,425
2021/1/13,KS,4554,417
2021/1/14,KS,193,404
2021/1/15,KS,3803,401
2021/1/16,KS,30,408
2021/1/17,KS,0,397
2021/1/18,KS,3293,393
2021/1/19,KS,208,394
2021/1/20,KS,3524,387
2021/1/21,KS,311,375
2021/1/22,KS,3049,370
2021/1/23,KS,0,368
2021/1/24,KS,0,374
2021/1/25,KS,2609,461
2021/1/26,KS,83,497
2020/2/1,KY,0,-1
2020/2/2,KY,0,-1
2020/2/3,KY,0,-1
2020/2/4,KY,0,-1
2020/2/5,KY,0,-1
2020/2/6,KY,0,-1
2020/2/7,KY,0,-1
2020/2/8,KY,0,-1
2020/2/9,KY,0,-1
2020/2/10,KY,0,-1
2020/2/11,KY,0,-1
2020/2/12,KY,0,-1
2020/2/13,KY,0,-1
2020/2/14,KY,0,-1
2020/2/15,KY,0,-1
2020/2/16,KY,0,-1
2020/2/17,KY,0,-1
2020/2/18,KY,0,-1
2020/2/19,KY,0,-1
2020/2/20,KY,0,-1
2020/2/21,KY,0,-1
2020/2/22,KY,0,-1
2020/2/23,KY,0,-1
2020/2/24,KY,0,-1
2020/2/25,KY,0,-1
2020/2/26,KY,0,-1
2020/2/27,KY,0,-1
2020/2/28,KY,0,-1
2020/2/29,KY,0,-1
2020/3/1,KY,0,-1
2020/3/2,KY,0,-1
2020/3/3,KY,0,-1
2020/3/4,KY,0,-1
2020/3/5,KY,0,-1
2020/3/6,KY,1,-1
2020/3/7,KY,0,-1
2020/3/8,KY,3,-1
2020/3/9,KY,1,-1
2020/3/10,KY,2,-1
2020/3/11,KY,0,-1
2020/3/12,KY,4,-1
2020/3/13,KY,0,-1
2020/3/14,KY,7,-1
2020/3/15,KY,3,-1
2020/3/16,KY,1,-1
2020/3/17,KY,4,-1
2020/3/18,KY,9,-1
2020/3/19,KY,12,-1
2020/3/20,KY,16,-1
2020/3/21,KY,21,-1
2020/3/22,KY,19,-1
2020/3/23,KY,21,-1
2020/3/24,KY,33,-1
2020/3/25,KY,41,-1
2020/3/26,KY,50,-1
2020/3/27,KY,54,-1
2020/3/28,KY,92,-1
2020/3/29,KY,45,-1
2020/3/30,KY,41,-1
2020/3/31,KY,110,-1
2020/4/1,KY,84,-1
2020/4/2,KY,73,-1
2020/4/3,KY,15,-1
2020/4/4,KY,147,-1
2020/4/5,KY,139,-1
2020/4/6,KY,9,-1
2020/4/7,KY,232,-1
2020/4/8,KY,104,-1
2020/4/9,KY,132,-1
2020/4/10,KY,177,-1
2020/4/11,KY,149,-1
2020/4/12,KY,112,-1
2020/4/13,KY,85,-1
2020/4/14,KY,162,-1
2020/4/15,KY,85,-1
2020/4/16,KY,134,-1
2020/4/17,KY,93,-1
2020/4/18,KY,185,-1
2020/4/19,KY,253,-1
2020/4/20,KY,90,-1
2020/4/21,KY,143,-1
2020/4/22,KY,180,-1
2020/4/23,KY,175,-1
2020/4/24,KY,231,-1
2020/4/25,KY,126,-1
2020/4/26,KY,169,-1
2020/4/27,KY,72,-1
2020/4/28,KY,229,-1
2020/4/29,KY,163,-1
2020/4/30,KY,170,-1
2020/5/1,KY,171,-1
2020/5/2,KY,2,-1
2020/5/3,KY,342,-1
2020/5/4,KY,147,-1
2020/5/5,KY,452,-1
2020/5/6,KY,124,-1
2020/5/7,KY,227,-1
2020/5/8,KY,125,-1
2020/5/9,KY,171,-1
2020/5/10,KY,17,-1
2020/5/11,KY,224,-1
2020/5/12,KY,293,-1
2020/5/13,KY,99,-1
2020/5/14,KY,295,-1
2020/5/15,KY,181,-1
2020/5/16,KY,195,-1
